Last Update;Continent;Region;ICC;ID;Country;ID;;Province;ID;District;ZIP;Area;Population;Confirmed;Deaths;Recovered;OpenStreetMap;Lat.;Long.;#
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;181.546;7.126;78.088;;;;
2020-03-16 14:38;Americas;South America;598;URY;Uruguay;;;;;;;;3.518.552;8;0;0;https://www.openstreetmap.org/#map=5/-32.5228/-55.7658&layers=T;-32.5228;-55.7658;185
2020-03-16 00:53;Americas;South America;58;VEN;Venezuela;;;;;;;;32.219.521;17;0;0;https://www.openstreetmap.org/#map=5/6.4238/-66.5897&layers=T;6.4238;-66.5897;164
2020-03-16 14:38;Asia;Central Asia;7;KAZ;Kazakhstan;;;;;;;;18.654.144;10;0;0;https://www.openstreetmap.org/#map=5/48.0196/66.9237&layers=T;48.0196;66.9237;177
2020-03-16 14:38;Asia;Central Asia;998;UZB;Uzbekistan;;;;;;;;34.042.388;6;0;0;https://www.openstreetmap.org/#map=5/41.3775/64.5853&layers=T;41.3775;64.5853;200
2020-03-11 02:18;Asia;Eastern Asia;86;CHN;China;皖;;Anhui;;;;;63.240.000;990;6;984;https://www.openstreetmap.org/#map=5/31.8257/117.2264&layers=T;31.8257;117.2264;19
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;京;;Beijing;;;;;21.540.000;452;8;360;https://www.openstreetmap.org/#map=5/40.1824/116.4142&layers=T;40.1824;116.4142;33
2020-03-15 03:53;Asia;Eastern Asia;86;CHN;China;渝;;Chongqing;;;;;31.020.000;576;6;570;https://www.openstreetmap.org/#map=5/30.0572/107.8740&layers=T;30.0572;107.8740;28
2020-03-11 02:18;Asia;Eastern Asia;86;CHN;China;闽;;Fujian;;;;;39.410.000;296;1;295;https://www.openstreetmap.org/#map=5/26.0789/117.9874&layers=T;26.0789;117.9874;40
2020-03-15 18:20;Asia;Eastern Asia;86;CHN;China;甘;;Gansu;;;;;26.370.000;133;2;91;https://www.openstreetmap.org/#map=5/36.0611/103.8343&layers=T;36.0611;103.8343;72
2020-03-16 01:53;Asia;Eastern Asia;86;CHN;China;粤;;Guangdong;;;;;113.460.000;1.361;8;1.306;https://www.openstreetmap.org/#map=5/23.3417/113.4244&layers=T;23.3417;113.4244;11
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;桂;;Guangxi;;;;;49.260.000;252;2;248;https://www.openstreetmap.org/#map=5/23.8298/108.7881&layers=T;23.8298;108.7881;44
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;贵;;Guizhou;;;;;36.000.000;146;2;144;https://www.openstreetmap.org/#map=5/26.8154/106.8748&layers=T;26.8154;106.8748;66
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;琼;;Hainan;;;;;9.340.000;168;6;161;https://www.openstreetmap.org/#map=5/19.1959/109.7453&layers=T;19.1959;109.7453;58
2020-03-13 11:09;Asia;Eastern Asia;86;CHN;China;冀;;Hebei;;;;;75.560.000;318;6;310;https://www.openstreetmap.org/#map=5/38.0428/114.5149&layers=T;38.0428;114.5149;38
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;黑;;Heilongjiang;;;;;37.730.000;482;13;455;https://www.openstreetmap.org/#map=5/47.8620/127.7615&layers=T;47.8620;127.7615;32
2020-03-14 09:53;Asia;Eastern Asia;86;CHN;China;豫;;Henan;;;;;96.050.000;1.273;22;1.250;https://www.openstreetmap.org/#map=5/33.8820/113.6140&layers=T;33.8820;113.6140;13
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;港;;Hong Kong;;;;;7.450.000;155;4;84;https://www.openstreetmap.org/#map=5/22.3000/114.2000&layers=T;22.3000;114.2000;62
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;鄂;;Hubei;;;;;59.170.000;67.798;3.099;55.142;https://www.openstreetmap.org/#map=5/30.9756/112.2707&layers=T;30.9756;112.2707;1
2020-03-14 08:33;Asia;Eastern Asia;86;CHN;China;湘;;Hunan;;;;;68.990.000;1.018;4;1.014;https://www.openstreetmap.org/#map=5/27.6104/111.7088&layers=T;27.6104;111.7088;18
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;蒙;;Inner Mongolia;;;;;25.340.000;75;1;73;https://www.openstreetmap.org/#map=5/44.0935/113.9448&layers=T;44.0935;113.9448;92
2020-03-15 01:53;Asia;Eastern Asia;86;CHN;China;苏;;Jiangsu;;;;;80.510.000;631;0;631;https://www.openstreetmap.org/#map=5/32.9711/119.4550&layers=T;32.9711;119.4550;27
2020-03-12 02:13;Asia;Eastern Asia;86;CHN;China;赣;;Jiangxi;;;;;46.480.000;935;1;934;https://www.openstreetmap.org/#map=5/27.6140/115.7221&layers=T;27.6140;115.7221;21
2020-03-16 00:22;Asia;Eastern Asia;86;CHN;China;吉;;Jilin;;;;;27.040.000;93;1;92;https://www.openstreetmap.org/#map=5/43.6661/126.1923&layers=T;43.6661;126.1923;85
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;辽;;Liaoning;;;;;43.590.000;125;1;115;https://www.openstreetmap.org/#map=5/41.2956/122.6085&layers=T;41.2956;122.6085;74
2020-03-16 00:22;Asia;Eastern Asia;86;CHN;China;澳;X;Macao;;;;;660.000;11;0;10;https://www.openstreetmap.org/#map=5/22.1667/113.5500&layers=T;22.1667;113.5500;172
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;宁;;Ningxia;;;;;6.880.000;75;0;75;https://www.openstreetmap.org/#map=5/37.2692/106.1655&layers=T;37.2692;106.1655;93
2020-03-11 02:18;Asia;Eastern Asia;86;CHN;China;青;;Qinghai;;;;;6.030.000;18;0;18;https://www.openstreetmap.org/#map=5/35.7452/95.9956&layers=T;35.7452;95.9956;153
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;陕;;Shaanxi;;;;;38.640.000;245;2;233;https://www.openstreetmap.org/#map=5/35.1917/108.8701&layers=T;35.1917;108.8701;45
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;鲁;;Shandong;;;;;100.470.000;760;7;746;https://www.openstreetmap.org/#map=5/36.3427/118.1498&layers=T;36.3427;118.1498;25
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;沪;;Shanghai;;;;;24.240.000;355;3;325;https://www.openstreetmap.org/#map=5/31.2020/121.4491&layers=T;31.2020;121.4491;35
2020-03-13 11:09;Asia;Eastern Asia;86;CHN;China;晋;;Shanxi;;;;;37.180.000;133;0;133;https://www.openstreetmap.org/#map=5/37.5777/112.2922&layers=T;37.5777;112.2922;73
2020-03-15 18:20;Asia;Eastern Asia;86;CHN;China;川;;Sichuan;;;;;83.410.000;539;3;516;https://www.openstreetmap.org/#map=5/30.6171/102.7103&layers=T;30.6171;102.7103;31
2020-03-15 18:20;Asia;Eastern Asia;86;CHN;China;津;;Tianjin;;;;;15.600.000;136;3;133;https://www.openstreetmap.org/#map=5/39.3054/117.3230&layers=T;39.3054;117.3230;68
2020-03-11 02:18;Asia;Eastern Asia;86;CHN;China;新;;Xinjiang;;;;;24.870.000;76;3;73;https://www.openstreetmap.org/#map=5/41.1129/85.2401&layers=T;41.1129;85.2401;91
2020-03-11 02:18;Asia;Eastern Asia;86;CHN;China;བོད;X;Xizang;;;;;3.440.000;1;0;1;https://www.openstreetmap.org/#map=5/31.6927/88.0924&layers=T;31.6927;88.0924;240
2020-03-16 23:53;Asia;Eastern Asia;86;CHN;China;云;;Yunnan;;;;;48.300.000;176;2;172;https://www.openstreetmap.org/#map=5/24.9740/101.4870&layers=T;24.9740;101.4870;55
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;浙;;Zhejiang;;;;;57.370.000;1.231;1;1.216;https://www.openstreetmap.org/#map=5/29.1832/120.0934&layers=T;29.1832;120.0934;14
2020-03-16 14:38;Asia;Eastern Asia;81;JPN;Japan;;;;;;;;126.010.000;825;27;144;https://www.openstreetmap.org/#map=5/36.2048/138.2529&layers=T;36.2048;138.2529;24
2020-03-13 22:22;Asia;Eastern Asia;976;MNG;Mongolia;;;;;;;;3.305.182;1;0;0;https://www.openstreetmap.org/#map=5/46.8625/103.8467&layers=T;46.8625;103.8467;254
2020-03-16 14:38;Asia;Eastern Asia;82;KOR;South Korea;;;;;;;;51.780.579;8.236;75;1.137;https://www.openstreetmap.org/#map=5/35.9078/127.7669&layers=T;35.9078;127.7669;5
2020-03-16 14:38;Asia;Eastern Asia;886;TWN;Taiwan;;;;;;;;23.604.265;67;1;20;https://www.openstreetmap.org/#map=5/23.7000/121.0000&layers=T;23.7000;121.0000;96
2020-03-16 14:38;Asia;South-eastern Asia;673;BRN;Brunei;;;;;;;;442.400;54;0;0;https://www.openstreetmap.org/#map=5/4.5353/114.7277&layers=T;4.5353;114.7277;106
2020-03-14 12:53;Asia;South-eastern Asia;855;KHM;Cambodia;;;;;;;;15.288.489;7;0;1;https://www.openstreetmap.org/#map=5/12.5657/104.9910&layers=T;12.5657;104.9910;187
2020-03-16 14:38;Asia;South-eastern Asia;62;IDN;Indonesia;;;;;;;;266.911.900;134;5;8;https://www.openstreetmap.org/#map=5/-0.7893/113.9213&layers=T;-0.7893;113.9213;71
2020-03-16 14:38;Asia;South-eastern Asia;60;MYS;Malaysia;;;;;;;;32.704.760;566;0;42;https://www.openstreetmap.org/#map=5/4.2105/101.9758&layers=T;4.2105;101.9758;29
2020-03-16 14:38;Asia;South-eastern Asia;63;PHL;Philippines;;;;;;;;108.341.299;142;12;2;https://www.openstreetmap.org/#map=5/12.8797/121.7740&layers=T;12.8797;121.7740;67
2020-03-16 14:38;Asia;South-eastern Asia;65;SGP;Singapore;;;;;;;;5.703.600;243;0;109;https://www.openstreetmap.org/#map=5/1.3521/103.8198&layers=T;1.3521;103.8198;46
2020-03-16 14:38;Asia;South-eastern Asia;66;THA;Thailand;;;;;;;;66.475.817;147;1;35;https://www.openstreetmap.org/#map=5/15.8700/100.9925&layers=T;15.8700;100.9925;65
2020-03-16 14:53;Asia;South-eastern Asia;84;VNM;Vietnam;;;;;;;;96.208.984;61;0;16;https://www.openstreetmap.org/#map=5/14.0583/108.2772&layers=T;14.0583;108.2772;99
2020-03-16 14:38;Asia;Southern Asia;93;AFG;Afghanistan;;;;;;;;32.225.560;21;0;1;https://www.openstreetmap.org/#map=5/33.9391/67.7100&layers=T;33.9391;67.7100;148
2020-03-16 14:38;Asia;Southern Asia;880;BGD;Bangladesh;;;;;;;;168.186.262;8;0;2;https://www.openstreetmap.org/#map=5/23.6850/90.3563&layers=T;23.6850;90.3563;181
2020-03-13 22:22;Asia;Southern Asia;975;BTN;Bhutan;;;;;;;;741.672;1;0;0;https://www.openstreetmap.org/#map=5/27.5142/90.4336&layers=T;27.5142;90.4336;236
2020-03-16 14:38;Asia;Southern Asia;91;IND;India;;;;;;;;1.359.238.350;119;2;13;https://www.openstreetmap.org/#map=5/20.5937/78.9629&layers=T;20.5937;78.9629;78
2020-03-16 14:38;Asia;Southern Asia;98;IRN;Iran;;;;;;;;83.241.033;14.991;853;4.590;https://www.openstreetmap.org/#map=5/32.4279/53.6880&layers=T;32.4279;53.6880;3
2020-03-15 18:20;Asia;Southern Asia;960;MDV;Maldives;;;;;;;;374.775;13;0;0;https://www.openstreetmap.org/#map=5/3.2028/73.2207&layers=T;3.2028;73.2207;168
2020-03-13 22:22;Asia;Southern Asia;977;NPL;Nepal;;;;;;;;29.609.623;1;0;1;https://www.openstreetmap.org/#map=5/28.3949/84.1240&layers=T;28.3949;84.1240;255
2020-03-16 14:38;Asia;Southern Asia;92;PAK;Pakistan;;;;;;;;208.203.777;136;0;2;https://www.openstreetmap.org/#map=5/30.3753/69.3451&layers=T;30.3753;69.3451;69
2020-03-16 15:53;Asia;Southern Asia;94;LKA;Sri Lanka;;;;;;;;21.803.000;28;0;1;https://www.openstreetmap.org/#map=5/7.8731/80.7718&layers=T;7.8731;80.7718;139
2020-03-16 21:13;Asia;Western Asia;374;ARM;Armenia;;;;;;;;2.957.500;52;0;0;https://www.openstreetmap.org/#map=5/40.0691/45.0382&layers=T;40.0691;45.0382;111
2020-03-16 14:38;Asia;Western Asia;994;AZE;Azerbaijan;;;;;;;;10.067.108;15;1;6;https://www.openstreetmap.org/#map=5/40.1431/47.5769&layers=T;40.1431;47.5769;165
2020-03-16 20:33;Asia;Western Asia;973;BHR;Bahrain;;;;;;;;1.543.300;214;1;77;https://www.openstreetmap.org/#map=5/26.0667/50.5577&layers=T;26.0667;50.5577;47
2020-03-16 02:33;Asia;Western Asia;357;CYP;Cyprus;;;;;;;;875.900;33;0;0;https://www.openstreetmap.org/#map=5/35.1264/33.4299&layers=T;35.1264;33.4299;130
2020-03-16 02:13;Asia;Western Asia;995;GEO;Georgia;;;;;;;;3.723.464;33;0;1;https://www.openstreetmap.org/#map=5/42.3154/43.3569&layers=T;42.3154;43.3569;131
2020-03-16 02:13;Asia;Western Asia;964;IRQ;Iraq;;;;;;;;39.127.900;124;10;26;https://www.openstreetmap.org/#map=5/33.2232/43.6793&layers=T;33.2232;43.6793;75
2020-03-16 14:38;Asia;Western Asia;972;ISR;Israel;;;;;;;;9.166.000;255;0;4;https://www.openstreetmap.org/#map=5/31.0461/34.8516&layers=T;31.0461;34.8516;42
2020-03-16 15:13;Asia;Western Asia;962;JOR;Jordan;;;;;;;;10.625.504;17;0;1;https://www.openstreetmap.org/#map=5/30.5852/36.2384&layers=T;30.5852;36.2384;159
2020-03-16 14:38;Asia;Western Asia;965;KWT;Kuwait;;;;;;;;4.420.110;123;0;9;https://www.openstreetmap.org/#map=5/29.3117/47.4818&layers=T;29.3117;47.4818;76
2020-03-16 00:22;Asia;Western Asia;961;LBN;Lebanon;;;;;;;;6.855.713;99;3;1;https://www.openstreetmap.org/#map=5/33.8547/35.8623&layers=T;33.8547;35.8623;83
2020-03-16 00:22;Asia;Western Asia;968;OMN;Oman;;;;;;;;4.664.790;22;0;9;https://www.openstreetmap.org/#map=5/21.4735/55.9754&layers=T;21.4735;55.9754;145
2020-03-11 20:53;Asia;Western Asia;970;PSE;Palestine;;;;;;;;4.976.684;0;0;0;https://www.openstreetmap.org/#map=5/31.9522/35.2332&layers=T;31.9522;35.2332;272
2020-03-16 15:13;Asia;Western Asia;974;QAT;Qatar;;;;;;;;2.747.282;439;0;4;https://www.openstreetmap.org/#map=5/25.3548/51.1839&layers=T;25.3548;51.1839;34
2020-03-16 01:13;Asia;Western Asia;966;SAU;Saudi Arabia;;;;;;;;34.218.169;118;0;2;https://www.openstreetmap.org/#map=5/23.8859/45.0792&layers=T;23.8859;45.0792;79
2020-03-16 01:13;Asia;Western Asia;90;TUR;Turkey;;;;;;;;83.154.997;18;0;0;https://www.openstreetmap.org/#map=5/38.9637/35.2433&layers=T;38.9637;35.2433;156
2020-03-16 00:22;Asia;Western Asia;971;ARE;United Arab Emirates;;;;;;;;9.770.529;98;0;23;https://www.openstreetmap.org/#map=5/23.4241/53.8478&layers=T;23.4241;53.8478;84
2020-03-13 22:22;Europe;Channel Islands;44;GGY;Guernsey;;;;;;;;62.792;1;0;0;https://www.openstreetmap.org/#map=5/49.4500/-2.5800&layers=T;49.4500;-2.5800;248
2020-03-14 16:33;Europe;Channel Islands;44;JEY;Jersey;;;;;;;;106.800;2;0;0;https://www.openstreetmap.org/#map=5/49.1900/-2.1100&layers=T;49.1900;-2.1100;228
2020-03-16 14:38;Europe;Eastern Europe;375;BLR;Belarus;;;;;;;;9.413.446;36;0;3;https://www.openstreetmap.org/#map=5/53.7098/27.9534&layers=T;53.7098;27.9534;127
2020-03-16 14:38;Europe;Eastern Europe;359;BGR;Bulgaria;;;;;;;;7.000.039;52;2;0;https://www.openstreetmap.org/#map=5/42.7339/25.4858&layers=T;42.7339;25.4858;112
2020-03-16 23:53;Europe;Eastern Europe;420;CZE;Czechia;;;;;;;;10.681.161;298;0;3;https://www.openstreetmap.org/#map=5/49.8175/15.4730&layers=T;49.8175;15.4730;39
2020-03-16 14:38;Europe;Eastern Europe;36;HUN;Hungary;;;;;;;;9.772.756;39;1;1;https://www.openstreetmap.org/#map=5/47.1625/19.5033&layers=T;47.1625;19.5033;122
2020-03-16 00:22;Europe;Eastern Europe;373;MDA;Moldova;;;;;;;;2.681.735;23;0;0;https://www.openstreetmap.org/#map=5/47.4116/28.3699&layers=T;47.4116;28.3699;143
2020-03-16 21:13;Europe;Eastern Europe;48;POL;Poland;;;;;;;;38.386.000;177;4;13;https://www.openstreetmap.org/#map=5/51.9194/19.1451&layers=T;51.9194;19.1451;54
2020-03-16 14:38;Europe;Eastern Europe;40;ROU;Romania;;;;;;;;19.405.156;158;0;9;https://www.openstreetmap.org/#map=5/45.9432/24.9668&layers=T;45.9432;24.9668;60
2020-03-16 14:38;Europe;Eastern Europe;7;RUS;Russia;;;;;;;;146.780.720;90;0;8;https://www.openstreetmap.org/#map=5/61.5240/105.3188&layers=T;61.5240;105.3188;86
2020-03-16 14:38;Europe;Eastern Europe;421;SVK;Slovakia;;;;;;;;5.456.362;63;0;0;https://www.openstreetmap.org/#map=5/48.6690/19.6990&layers=T;48.6690;19.6990;97
2020-03-16 21:13;Europe;Eastern Europe;380;UKR;Ukraine;;;;;;;;41.902.416;7;1;0;https://www.openstreetmap.org/#map=5/48.3794/31.1656&layers=T;48.3794;31.1656;193
2020-03-16 18:33;Europe;Northern Europe;45;DNK;Denmark;;X;;;;;;5.822.763;914;3;1;https://www.openstreetmap.org/#map=5/56.2639/9.5018&layers=T;56.2639;9.5018;22
2020-03-16 14:38;Europe;Northern Europe;372;EST;Estonia;;;;;;;;1.328.360;205;0;1;https://www.openstreetmap.org/#map=5/58.5953/25.0136&layers=T;58.5953;25.0136;48
2020-03-16 14:38;Europe;Northern Europe;298;FRO;Faroe Islands;;X;;;;;;52.124;18;0;0;https://www.openstreetmap.org/#map=5/61.8926/-6.9118&layers=T;61.8926;-6.9118;154
2020-03-16 14:38;Europe;Northern Europe;358;FIN;Finland;;;;;;;;5.527.573;277;0;10;https://www.openstreetmap.org/#map=5/61.9241/25.7482&layers=T;61.9241;25.7482;41
2020-03-16 02:13;Europe;Northern Europe;354;ISL;Iceland;;;;;;;;364.260;180;0;0;https://www.openstreetmap.org/#map=5/64.9631/-19.0208&layers=T;64.9631;-19.0208;51
2020-03-16 14:38;Europe;Northern Europe;353;IRL;Ireland;;;;;;;;4.921.500;169;2;0;https://www.openstreetmap.org/#map=5/53.1424/-7.6921&layers=T;53.1424;-7.6921;57
2020-03-16 14:38;Europe;Northern Europe;371;LVA;Latvia;;;;;;;;1.906.800;34;0;1;https://www.openstreetmap.org/#map=5/56.8796/24.6032&layers=T;56.8796;24.6032;129
2020-03-16 14:38;Europe;Northern Europe;370;LTU;Lithuania;;;;;;;;2.793.350;17;0;1;https://www.openstreetmap.org/#map=5/55.1694/23.8813&layers=T;55.1694;23.8813;160
2020-03-16 21:13;Europe;Northern Europe;47;NOR;Norway;;;;;;;;5.367.580;1.333;3;1;https://www.openstreetmap.org/#map=5/60.4720/8.4689&layers=T;60.4720;8.4689;12
2020-03-16 14:38;Europe;Northern Europe;46;SWE;Sweden;;;;;;;;10.327.589;1.103;6;1;https://www.openstreetmap.org/#map=5/60.1282/18.6435&layers=T;60.1282;18.6435;15
2020-03-16 19:13;Europe;Northern Europe;44;GBR;United Kingdom;;X;;;;;;66.435.600;1.543;55;20;https://www.openstreetmap.org/#map=5/55.3781/-3.4360&layers=T;55.3781;-3.4360;9
2020-03-16 14:38;Europe;Northern Europe;44;GBR;United Kingdom;CI;;Channel Islands;;;;;170.499;6;0;0;https://www.openstreetmap.org/#map=5/49.3723/-2.3644&layers=T;49.3723;-2.3644;199
2020-03-16 14:38;Europe;Southern Europe;355;ALB;Albania;;;;;;;;2.862.427;51;1;0;https://www.openstreetmap.org/#map=5/41.1533/20.1683&layers=T;41.1533;20.1683;114
2020-03-16 02:33;Europe;Southern Europe;376;AND;Andorra;;;;;;;;77.543;2;0;1;https://www.openstreetmap.org/#map=5/42.5063/1.5218&layers=T;42.5063;1.5218;221
2020-03-16 21:13;Europe;Southern Europe;387;BIH;Bosnia and Herzegovina;;;;;;;;3.301.000;25;0;0;https://www.openstreetmap.org/#map=5/43.9159/17.6791&layers=T;43.9159;17.6791;140
2020-03-16 14:38;Europe;Southern Europe;385;HRV;Croatia;;;;;;;;4.076.246;57;0;2;https://www.openstreetmap.org/#map=5/45.1000/15.2000&layers=T;45.1000;15.2000;100
2020-03-14 16:33;Europe;Southern Europe;350;GIB;Gibraltar;;X;;;;;;33.701;1;0;1;https://www.openstreetmap.org/#map=5/36.1408/-5.3536&layers=T;36.1408;-5.3536;269
2020-03-16 00:22;Europe;Southern Europe;30;GRC;Greece;;;;;;;;10.724.599;331;4;8;https://www.openstreetmap.org/#map=5/39.0742/21.8243&layers=T;39.0742;21.8243;36
2020-03-13 22:22;Europe;Southern Europe;39;VAT;Holy See;;;;;;;;799;1;0;0;https://www.openstreetmap.org/#map=5/41.9029/12.4534&layers=T;41.9029;12.4534;250
2020-03-16 17:33;Europe;Southern Europe;39;ITA;Italy;;;;;;;;60.247.214;27.980;2.158;2.749;https://www.openstreetmap.org/#map=5/41.8719/12.5674&layers=T;41.8719;12.5674;2
2020-03-15 18:20;Europe;Southern Europe;383;XK;Kosovo;;;;;;;;1.795.666;2;0;0;https://www.openstreetmap.org/#map=5/42.6026/20.9030&layers=T;42.6026;20.9030;229
2020-03-16 15:33;Europe;Southern Europe;356;MLT;Malta;;;;;;;;493.559;30;0;2;https://www.openstreetmap.org/#map=5/35.9375/14.3754&layers=T;35.9375;14.3754;133
2020-03-16 14:38;Europe;Southern Europe;389;MKD;North Macedonia;;;;;;;;2.077.132;18;0;1;https://www.openstreetmap.org/#map=5/41.6086/21.7453&layers=T;41.6086;21.7453;155
2020-03-16 14:38;Europe;Southern Europe;351;PRT;Portugal;;;;;;;;10.276.617;331;0;3;https://www.openstreetmap.org/#map=5/39.3999/-8.2245&layers=T;39.3999;-8.2245;37
2020-03-16 01:33;Europe;Southern Europe;378;SMR;San Marino;;;;;;;;33.574;109;7;4;https://www.openstreetmap.org/#map=5/43.9424/12.4578&layers=T;43.9424;12.4578;80
2020-03-16 14:38;Europe;Southern Europe;381;SRB;Serbia;;;;;;;;6.963.764;55;0;1;https://www.openstreetmap.org/#map=5/44.0165/21.0059&layers=T;44.0165;21.0059;104
2020-03-16 14:38;Europe;Southern Europe;386;SVN;Slovenia;;;;;;;;2.094.060;253;1;0;https://www.openstreetmap.org/#map=5/46.1512/14.9955&layers=T;46.1512;14.9955;43
2020-03-16 20:13;Europe;Southern Europe;34;ESP;Spain;;;;;;;;47.100.396;9.942;342;530;https://www.openstreetmap.org/#map=5/40.4637/-3.7492&layers=T;40.4637;-3.7492;4
2020-03-16 15:13;Europe;Western Europe;43;AUT;Austria;;;;;;;;8.902.600;1.018;3;6;https://www.openstreetmap.org/#map=5/47.5162/14.5501&layers=T;47.5162;14.5501;17
2020-03-16 14:38;Europe;Western Europe;32;BEL;Belgium;;;;;;;;11.524.454;1.058;5;1;https://www.openstreetmap.org/#map=5/50.5039/4.4699&layers=T;50.5039;4.4699;16
2020-03-16 20:13;Europe;Western Europe;33;FRA;France;;X;;;;;;67.064.000;6.633;148;12;https://www.openstreetmap.org/#map=5/46.2276/2.2137&layers=T;46.2276;2.2137;7
2020-03-16 20:13;Europe;Western Europe;49;DEU;Germany;;;;;;;;83.149.300;7.272;17;67;https://www.openstreetmap.org/#map=5/51.1657/10.4515&layers=T;51.1657;10.4515;6
2020-03-14 20:53;Europe;Western Europe;423;LIE;Liechtenstein;;;;;;;;38.557;4;0;0;https://www.openstreetmap.org/#map=5/47.1660/9.5554&layers=T;47.1660;9.5554;210
2020-03-16 01:53;Europe;Western Europe;352;LUX;Luxembourg;;;;;;;;613.894;77;1;0;https://www.openstreetmap.org/#map=5/49.8153/6.1296&layers=T;49.8153;6.1296;89
2020-03-16 14:38;Europe;Western Europe;377;MCO;Monaco;;;;;;;;38.300;7;0;0;https://www.openstreetmap.org/#map=5/43.7384/7.4246&layers=T;43.7384;7.4246;190
2020-03-16 14:38;Europe;Western Europe;31;NLD;Netherlands;;X;;;;;;17.439.481;1.413;24;2;https://www.openstreetmap.org/#map=5/52.1326/5.2913&layers=T;52.1326;5.2913;10
2020-03-15 18:20;Europe;Western Europe;41;CHE;Switzerland;;;;;;;;8.586.550;2.200;14;4;https://www.openstreetmap.org/#map=5/46.8182/8.2275&layers=T;46.8182;8.2275;8
2020-03-13 14:13;In;Between;5;IC;International Conveyance;1;;Diamond Princess;;;;;3.700;696;7;325;https://www.openstreetmap.org/#map=5/35.4498/139.6649&layers=T;35.4498;139.6649;26
2020-03-16 02:13;Oceania;Micronesia;1;GUM;Guam;;;;;;;;172.400;3;0;0;https://www.openstreetmap.org/#map=5/13.4443/144.7937&layers=T;13.4443;144.7937;215
2020-03-15 18:20;Oceania;Micronesia;1;GUM;Guam;;X;;;;;;172.400;3;0;0;https://www.openstreetmap.org/#map=5/13.4443/144.7937&layers=T;13.4443;144.7937;219
2020-03-16 14:38;Oceania;Oceania;61;AUS;Australia;ACT;;Australian Capital Territory;;;;;426.709;2;0;0;https://www.openstreetmap.org/#map=5/-35.4735/149.0124&layers=T;-35.4735;149.0124;223
2020-03-14 02:33;Oceania;Oceania;61;AUS;Australia;EXT;;From Diamond Princess;;;;;1;0;0;0;https://www.openstreetmap.org/#map=5/35.4437/139.6380&layers=T;35.4437;139.6380;270
2020-03-16 14:38;Oceania;Oceania;61;AUS;Australia;NSW;;New South Wales;;;;;8.089.526;171;2;4;https://www.openstreetmap.org/#map=5/-33.8688/151.2093&layers=T;-33.8688;151.2093;56
2020-03-14 01:53;Oceania;Oceania;61;AUS;Australia;NT;;Northern Territory;;;;;245.869;1;0;0;https://www.openstreetmap.org/#map=5/-12.4634/130.8456&layers=T;-12.4634;130.8456;234
2020-03-16 14:38;Oceania;Oceania;61;AUS;Australia;QLD;;Queensland;;;;;5.095.100;68;0;8;https://www.openstreetmap.org/#map=5/-28.0167/153.4000&layers=T;-28.0167;153.4000;95
2020-03-16 14:38;Oceania;Oceania;61;AUS;Australia;SA;;South Australia;;;;;1.751.693;29;0;3;https://www.openstreetmap.org/#map=5/-34.9285/138.6007&layers=T;-34.9285;138.6007;135
2020-03-16 14:38;Oceania;Oceania;61;AUS;Australia;TAS;;Tasmania;;;;;534.281;7;0;0;https://www.openstreetmap.org/#map=5/-41.4545/145.9707&layers=T;-41.4545;145.9707;186
2020-03-16 14:38;Oceania;Oceania;61;AUS;Australia;VIC;;Victoria;;;;;6.594.804;71;0;8;https://www.openstreetmap.org/#map=5/-37.8136/144.9631&layers=T;-37.8136;144.9631;94
2020-03-16 14:38;Oceania;Oceania;61;AUS;Australia;WA;;Western Australia;;;;;2.621.680;28;1;0;https://www.openstreetmap.org/#map=5/-31.9505/115.8605&layers=T;-31.9505;115.8605;138
2020-03-15 18:20;Oceania;Oceania;64;NZL;New Zealand;;;;;;;;4.961.950;8;0;0;https://www.openstreetmap.org/#map=5/-40.9006/174.8860&layers=T;-40.9006;174.8860;182
2020-03-15 18:20;Oceania;Polynesia;689;PYF;French Polynesia;;X;;;;;;275.918;3;0;0;https://www.openstreetmap.org/#map=5/-17.6797/-149.4068&layers=T;-17.6797;-149.4068;212
